Reporting Area, Invasive pneumococcal disease: all ages §: Confirmed: Current week, Invasive pneumococcal disease: all ages §: Confirmed: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2021 , Invasive pneumococcal disease: all ages §: Probable: Current week, Invasive pneumococcal disease: all ages §: Probable: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,148,366,148,165,6,14,6,3,
New England,-,17,-,6,-,1,-,-,
Connecticut,-,6,-,-,-,0,-,-,
Maine,-,7,-,-,-,0,-,-,
Massachusetts,-,6,-,2,-,1,-,-,
New Hampshire,-,2,-,3,-,1,-,-,
Rhode Island,-,2,-,-,-,0,-,-,
Vermont,-,1,-,1,-,0,-,-,
Middle Atlantic,33,47,33,23,4,6,4,1,
New Jersey,9,8,9,5,-,3,-,1,
New York (excluding New York City),6,17,6,2,2,2,2,-,
New York City,13,16,13,7,-,6,-,-,
Pennsylvania,5,17,5,9,2,2,2,-,
East North Central,5,62,5,19,-,4,-,1,
Illinois,N,NC,N,N,N,NC,N,N,
Indiana,-,14,-,6,-,0,-,-,
Michigan,-,13,-,3,-,2,-,1,
Ohio,-,33,-,7,-,3,-,-,
Wisconsin,5,13,5,3,-,0,-,-,
West North Central,2,16,2,6,-,4,-,-,
Iowa,N,NC,N,N,N,NC,N,N,
Kansas,-,0,-,-,-,0,-,-,
Minnesota,-,0,-,-,-,0,-,-,
Missouri,-,12,-,2,-,2,-,-,
Nebraska,2,7,2,2,-,0,-,-,
North Dakota,-,2,-,-,-,0,-,-,
South Dakota,-,5,-,2,-,3,-,-,
South Atlantic,42,54,42,31,-,5,-,1,
Delaware,-,5,-,1,-,0,-,-,
District of Columbia,-,2,-,-,-,0,-,-,
Florida,20,26,20,3,-,3,-,1,
Georgia,17,16,17,18,-,0,-,-,
Maryland,-,11,-,5,-,1,-,-,
North Carolina,N,NC,N,N,N,NC,N,N,
South Carolina,5,16,5,-,-,3,-,-,
Virginia,-,1,-,-,-,0,-,-,
West Virginia,-,13,-,4,-,0,-,-,
East South Central,33,43,33,21,-,2,-,-,
Alabama,14,14,14,7,-,1,-,-,
Kentucky,3,8,3,1,-,2,-,-,
Mississippi,5,8,5,5,-,0,-,-,
Tennessee,11,26,11,8,-,0,-,-,
West South Central,8,56,8,17,-,3,-,-,
Arkansas,6,10,6,1,-,0,-,-,
Louisiana,-,29,-,13,-,1,-,-,
Oklahoma,N,NC,N,N,N,NC,N,N,
Texas,2,37,2,3,-,3,-,-,
Mountain,19,89,19,38,1,2,1,-,
Arizona,9,38,9,19,-,1,-,-,
Colorado,-,28,-,7,-,0,-,-,
Idaho,N,NC,N,N,N,NC,N,N,
Montana,2,5,2,-,-,1,-,-,
Nevada,1,10,1,7,-,1,-,-,
New Mexico,2,10,2,4,-,0,-,-,
Utah,5,12,5,1,1,1,1,-,
Wyoming,-,3,-,-,-,0,-,-,
Pacific,6,12,6,4,1,2,1,-,
Alaska,6,11,6,3,1,2,1,-,
California,N,NC,N,N,N,NC,N,N,
Hawaii,-,3,-,1,-,0,-,-,
Oregon,N,NC,N,N,N,NC,N,N,
Washington,N,NC,N,N,N,NC,N,N,
U.S. Territories,-,1,-,-,-,0,-,-,
American Samoa,N,NC,N,N,N,NC,N,N,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,-,-,0,-,-,
Puerto Rico,-,1,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,148,366,148,165,6,14,6,3,
