Reporting Area, Invasive pneumococcal disease: all ages §: Confirmed: Current week, Invasive pneumococcal disease: all ages §: Confirmed: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2021 , Invasive pneumococcal disease: all ages §: Probable: Current week, Invasive pneumococcal disease: all ages §: Probable: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,101,453,5,120,3,378,3,14,127,73,
New England,5,17,127,139,-,1,1,-,
Connecticut,-,6,29,37,-,0,-,-,
Maine,4,7,41,33,-,0,-,-,
Massachusetts,-,9,-,44,-,0,-,-,
New Hampshire,-,4,27,12,-,1,1,-,
Rhode Island,-,4,19,9,-,1,-,-,
Vermont,1,3,11,4,-,0,-,-,
Middle Atlantic,16,80,767,437,2,6,34,18,
New Jersey,-,12,78,87,-,3,14,16,
New York (excluding New York City),12,46,315,133,1,2,11,-,
New York City,-,22,184,131,-,6,-,1,
Pennsylvania,4,17,190,86,1,2,9,1,
East North Central,2,92,968,491,-,4,36,10,
Illinois,N,NC,N,N,N,NC,N,N,
Indiana,-,28,192,156,-,0,-,-,
Michigan,-,18,170,112,-,2,4,4,
Ohio,-,41,450,216,-,4,32,6,
Wisconsin,2,19,156,7,-,0,-,-,
West North Central,6,32,329,171,-,2,12,19,
Iowa,N,NC,N,N,N,NC,N,N,
Kansas,-,0,-,-,-,0,-,-,
Minnesota,-,0,-,-,-,0,-,-,
Missouri,6,20,218,111,-,2,12,11,
Nebraska,-,7,52,26,-,0,-,-,
North Dakota,-,4,23,13,-,0,-,-,
South Dakota,-,7,36,21,-,1,-,8,
South Atlantic,3,73,571,600,-,5,9,5,
Delaware,3,5,41,21,-,0,-,-,
District of Columbia,-,2,14,8,-,0,-,-,
Florida,-,26,257,207,-,3,8,3,
Georgia,-,18,34,185,-,0,-,-,
Maryland,-,11,15,84,-,0,-,1,
North Carolina,N,NC,N,N,N,NC,N,N,
South Carolina,-,25,181,9,-,3,1,1,
Virginia,-,2,5,6,-,0,-,-,
West Virginia,-,11,24,80,-,0,-,-,
East South Central,9,45,470,392,-,2,2,2,
Alabama,3,19,137,109,-,1,1,-,
Kentucky,1,12,84,44,-,2,1,2,
Mississippi,4,6,72,61,-,0,-,-,
Tennessee,1,28,177,178,-,0,-,-,
West South Central,15,128,602,444,-,5,13,14,
Arkansas,4,10,87,52,-,1,1,-,
Louisiana,-,29,69,131,-,2,2,-,
Oklahoma,N,NC,N,N,N,NC,N,N,
Texas,11,118,446,261,-,5,10,14,
Mountain,41,94,1,199,644,1,3,14,5,
Arizona,24,48,562,273,1,1,3,3,
Colorado,15,28,259,129,-,1,2,-,
Idaho,N,NC,N,N,N,NC,N,N,
Montana,-,5,34,24,-,1,-,-,
Nevada,-,10,109,77,-,1,1,1,
New Mexico,-,16,144,65,-,0,-,-,
Utah,2,12,91,56,-,2,8,1,
Wyoming,-,3,-,20,-,0,-,-,
Pacific,4,12,87,60,-,2,6,-,
Alaska,4,11,76,49,-,2,6,-,
California,N,NC,N,N,N,NC,N,N,
Hawaii,-,3,11,11,-,0,-,-,
Oregon,N,NC,N,N,N,NC,N,N,
Washington,N,NC,N,N,N,NC,N,N,
U.S. Territories,-,0,-,1,-,0,-,-,
American Samoa,N,NC,N,N,N,NC,N,N,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,-,-,0,-,-,
Puerto Rico,-,0,-,1,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,101,453,5,120,3,379,3,14,127,73,
