Reporting Area, Invasive pneumococcal disease: all ages §: Confirmed: Current week, Invasive pneumococcal disease: all ages §: Confirmed: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2021 , Invasive pneumococcal disease: all ages §: Probable: Current week, Invasive pneumococcal disease: all ages §: Probable: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,77,519,8,062,5,257,2,14,196,120,
New England,4,24,424,202,-,1,1,-,
Connecticut,-,6,70,52,-,0,-,-,
Maine,4,7,88,41,-,0,-,-,
Massachusetts,-,10,166,66,-,0,-,-,
New Hampshire,-,5,41,21,-,1,1,-,
Rhode Island,-,5,33,14,-,1,-,-,
Vermont,-,3,26,8,-,0,-,-,
Middle Atlantic,21,85,1,129,694,1,5,45,31,
New Jersey,2,12,116,134,1,3,23,21,
New York (excluding New York City),11,45,444,202,-,1,10,2,
New York City,4,22,249,178,-,1,-,7,
Pennsylvania,4,23,320,180,-,2,12,1,
East North Central,1,86,1,250,857,-,4,45,17,
Illinois,N,NC,N,N,N,NC,N,N,
Indiana,-,25,337,229,-,0,-,-,
Michigan,-,20,315,161,-,2,5,5,
Ohio,-,41,580,339,-,4,40,12,
Wisconsin,1,19,18,128,-,0,-,-,
West North Central,9,34,451,259,-,2,18,29,
Iowa,N,NC,N,N,N,NC,N,N,
Kansas,-,0,-,-,-,0,-,-,
Minnesota,-,0,-,-,-,0,-,-,
Missouri,6,22,270,168,-,2,18,18,
Nebraska,2,10,80,42,-,0,-,-,
North Dakota,-,4,42,15,-,0,-,-,
South Dakota,1,7,59,34,-,1,-,11,
South Atlantic,24,80,1,188,955,-,4,18,9,
Delaware,-,5,52,33,-,0,-,-,
District of Columbia,-,3,25,10,-,0,-,-,
Florida,16,26,420,361,-,2,12,4,
Georgia,1,23,189,271,-,0,-,-,
Maryland,6,16,146,116,-,0,-,1,
North Carolina,N,NC,N,N,N,NC,N,N,
South Carolina,1,25,261,47,-,3,3,3,
Virginia,-,2,12,9,-,0,-,1,
West Virginia,-,12,83,108,-,2,3,-,
East South Central,3,45,761,575,-,2,5,5,
Alabama,2,19,222,162,-,1,1,1,
Kentucky,-,12,141,71,-,2,4,4,
Mississippi,1,6,93,85,-,0,-,-,
Tennessee,-,28,305,257,-,0,-,-,
West South Central,3,174,1,011,690,-,5,35,20,
Arkansas,1,13,144,78,-,0,-,-,
Louisiana,-,16,172,162,-,3,13,1,
Oklahoma,N,NC,N,N,N,NC,N,N,
Texas,2,156,695,450,-,5,22,19,
Mountain,10,94,1,697,933,1,2,23,8,
Arizona,6,48,702,392,-,1,5,4,
Colorado,2,28,393,182,1,1,4,-,
Idaho,N,NC,N,N,N,NC,N,N,
Montana,-,5,59,50,-,1,1,-,
Nevada,-,10,169,100,-,1,4,2,
New Mexico,2,16,246,106,-,0,-,-,
Utah,-,12,128,86,-,2,9,2,
Wyoming,-,3,-,17,-,0,-,-,
Pacific,2,13,151,92,-,3,6,1,
Alaska,2,12,129,78,-,3,6,1,
California,N,NC,N,N,N,NC,N,N,
Hawaii,-,4,22,14,-,0,-,-,
Oregon,N,NC,N,N,N,NC,N,N,
Washington,N,NC,N,N,N,NC,N,N,
U.S. Territories,-,0,-,1,-,0,-,-,
American Samoa,N,NC,N,N,N,NC,N,N,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,-,-,0,-,-,
Puerto Rico,-,0,-,1,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,77,519,8,062,5,258,2,14,196,120,
