Reporting Area, Invasive pneumococcal disease: all ages §: Confirmed: Current week, Invasive pneumococcal disease: all ages §: Confirmed: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Confirmed: Cum YTD 2021 , Invasive pneumococcal disease: all ages §: Probable: Current week, Invasive pneumococcal disease: all ages §: Probable: Previous 52 weeks Max , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2022 , Invasive pneumococcal disease: all ages §: Probable: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,232,613,13,781,11,053,6,23,354,244,
New England,7,32,753,441,-,1,3,1,
Connecticut,-,10,168,117,-,0,-,-,
Maine,6,7,138,81,-,0,-,-,
Massachusetts,-,16,283,148,-,1,2,-,
New Hampshire,-,6,73,45,-,1,1,-,
Rhode Island,-,5,53,27,-,1,-,1,
Vermont,1,2,38,23,-,0,-,-,
Middle Atlantic,71,86,1,897,1,274,2,8,83,48,
New Jersey,3,13,200,237,1,3,36,39,
New York (excluding New York City),35,45,726,356,1,4,30,4,
New York City,24,25,437,326,-,0,-,2,
Pennsylvania,9,22,534,355,-,2,17,3,
East North Central,5,114,2,326,1,931,-,9,80,59,
Illinois,N,NC,N,N,N,NC,N,N,
Indiana,-,28,586,493,-,1,2,-,
Michigan,1,29,569,470,-,1,10,21,
Ohio,-,62,987,697,-,9,68,38,
Wisconsin,4,19,184,271,-,0,-,-,
West North Central,27,34,768,826,-,3,37,52,
Iowa,N,NC,N,N,N,NC,N,N,
Kansas,-,0,-,-,-,0,-,-,
Minnesota,-,12,-,298,-,0,-,-,
Missouri,15,22,445,297,-,3,36,39,
Nebraska,10,11,153,89,-,1,1,-,
North Dakota,-,6,68,64,-,0,-,-,
South Dakota,2,7,102,78,-,0,-,13,
South Atlantic,27,89,1,935,2,001,3,3,32,27,
Delaware,-,6,8,66,-,0,-,-,
District of Columbia,-,3,26,17,-,0,-,-,
Florida,21,36,623,659,3,2,18,12,
Georgia,-,33,281,560,-,0,-,-,
Maryland,5,22,316,202,-,2,5,-,
North Carolina,N,NC,N,N,N,NC,N,N,
South Carolina,-,26,400,283,-,1,5,14,
Virginia,-,2,22,10,-,0,-,1,
West Virginia,1,19,259,204,-,2,4,-,
East South Central,-,45,1,279,1,086,-,2,19,9,
Alabama,-,19,341,306,-,2,4,2,
Kentucky,-,28,276,139,-,2,15,7,
Mississippi,-,13,163,147,-,0,-,-,
Tennessee,-,26,499,494,-,0,-,-,
West South Central,19,175,1,452,1,339,1,5,58,32,
Arkansas,3,21,246,175,-,0,-,-,
Louisiana,6,19,294,283,-,3,21,4,
Oklahoma,N,NC,N,N,N,NC,N,N,
Texas,10,157,912,881,1,5,37,28,
Mountain,72,134,3,085,1,936,-,3,31,15,
Arizona,30,59,1,139,744,-,1,11,6,
Colorado,23,34,736,442,-,1,2,-,
Idaho,N,NC,N,N,N,NC,N,N,
Montana,1,5,94,109,-,1,1,3,
Nevada,2,20,475,196,-,2,5,2,
New Mexico,8,18,396,218,-,0,-,-,
Utah,8,12,218,188,-,2,12,4,
Wyoming,-,4,27,39,-,0,-,-,
Pacific,4,15,286,219,-,3,11,1,
Alaska,4,13,222,174,-,3,11,1,
California,N,NC,N,N,N,NC,N,N,
Hawaii,-,5,64,45,-,0,-,-,
Oregon,N,NC,N,N,N,NC,N,N,
Washington,N,NC,N,N,N,NC,N,N,
U.S. Territories,-,1,1,1,-,0,-,-,
American Samoa,N,NC,N,N,N,NC,N,N,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,-,-,0,-,-,
Puerto Rico,-,1,1,1,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,232,613,13,782,11,054,6,23,354,244,
