Reporting Area, Malaria: Current week, Malaria: Previous 52 weeks Max , Malaria: Cum YTD 2022 , Malaria: Cum YTD 2021 , Measles §: Imported: Current week, Measles §: Imported: Previous 52 weeks Max , Measles §: Imported: Cum YTD 2022 , Measles §: Imported: Cum YTD 2021 , Measles §: Indigenous: Current week, Measles §: Indigenous: Previous 52 weeks Max , Measles §: Indigenous: Cum YTD 2022 , Measles §: Indigenous: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,2,57,318,327,-,2,1,1,-,6,1,1,
New England,-,5,28,23,-,0,-,1,-,0,-,1,
Connecticut,-,0,-,2,-,0,-,1,-,0,-,1,
Maine,-,1,1,1,-,0,-,-,-,0,-,-,
Massachusetts,-,5,23,17,-,0,-,-,-,0,-,-,
New Hampshire,-,1,1,1,-,0,-,-,-,0,-,-,
Rhode Island,-,2,3,1,-,0,-,-,-,0,-,-,
Vermont,-,1,-,1,-,0,-,-,-,0,-,-,
Middle Atlantic,1,20,72,77,-,0,-,-,-,1,-,-,
New Jersey,-,5,9,15,-,0,-,-,-,1,-,-,
New York (excluding New York City),-,4,13,18,-,0,-,-,-,0,-,-,
New York City,1,13,34,32,-,0,-,-,-,0,-,-,
Pennsylvania,-,6,16,12,-,0,-,-,-,0,-,-,
East North Central,-,7,33,37,-,1,-,-,-,1,-,-,
Illinois,-,4,6,9,-,0,-,-,-,0,-,-,
Indiana,-,2,2,4,-,0,-,-,-,0,-,-,
Michigan,-,1,4,1,-,0,-,-,-,0,-,-,
Ohio,-,6,21,21,-,0,-,-,-,0,-,-,
Wisconsin,-,1,-,2,-,1,-,-,-,1,-,-,
West North Central,-,4,17,25,-,0,-,-,-,0,-,-,
Iowa,-,2,1,10,-,0,-,-,-,0,-,-,
Kansas,-,3,5,1,-,0,-,-,-,0,-,-,
Minnesota,-,0,-,-,-,0,-,-,-,0,-,-,
Missouri,-,2,6,1,-,0,-,-,-,0,-,-,
Nebraska,-,2,2,-,-,0,-,-,-,0,-,-,
North Dakota,-,2,3,8,-,0,-,-,-,0,-,-,
South Dakota,-,1,-,5,-,0,-,-,-,0,-,-,
South Atlantic,-,17,67,88,-,1,1,-,-,5,1,-,
Delaware,-,1,1,2,-,0,-,-,-,0,-,-,
District of Columbia,-,2,2,1,-,0,-,-,-,0,-,-,
Florida,-,4,19,10,-,0,-,-,-,0,-,-,
Georgia,-,4,2,11,-,0,-,-,-,0,-,-,
Maryland,-,11,4,43,-,0,-,-,-,0,-,-,
North Carolina,-,4,7,6,-,0,-,-,-,0,-,-,
South Carolina,-,0,-,-,-,0,-,-,-,1,1,-,
Virginia,-,8,31,15,-,1,1,-,-,5,-,-,
West Virginia,-,1,1,-,-,0,-,-,-,0,-,-,
East South Central,-,4,6,9,-,0,-,-,-,0,-,-,
Alabama,-,2,-,-,-,0,-,-,-,0,-,-,
Kentucky,-,2,4,5,-,0,-,-,-,0,-,-,
Mississippi,-,1,-,-,-,0,-,-,-,0,-,-,
Tennessee,-,2,2,4,-,0,-,-,-,0,-,-,
West South Central,1,16,31,24,-,0,-,-,-,0,-,-,
Arkansas,-,1,-,-,-,0,-,-,-,0,-,-,
Louisiana,-,1,2,1,-,0,-,-,-,0,-,-,
Oklahoma,-,1,-,-,-,0,-,-,-,0,-,-,
Texas,1,16,29,23,-,0,-,-,-,0,-,-,
Mountain,-,4,24,18,-,1,-,-,-,0,-,-,
Arizona,-,3,10,4,-,0,-,-,-,0,-,-,
Colorado,-,2,11,9,-,0,-,-,-,0,-,-,
Idaho,-,1,1,2,-,0,-,-,-,0,-,-,
Montana,-,1,-,1,-,0,-,-,-,0,-,-,
Nevada,-,1,2,-,-,0,-,-,-,0,-,-,
New Mexico,-,0,-,1,-,1,-,-,-,0,-,-,
Utah,-,1,-,1,-,0,-,-,-,0,-,-,
Wyoming,-,0,-,-,-,0,-,-,-,0,-,-,
Pacific,-,7,40,26,-,0,-,-,-,0,-,-,
Alaska,-,0,-,1,-,0,-,-,-,0,-,-,
California,-,5,23,19,-,0,-,-,-,0,-,-,
Hawaii,-,1,-,-,-,0,-,-,-,0,-,-,
Oregon,-,3,6,3,-,0,-,-,-,0,-,-,
Washington,-,2,11,3,-,0,-,-,-,0,-,-,
U.S. Territories,-,1,-,-,-,0,-,-,-,0,-,-,
American Samoa,-,0,-,-,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Guam,-,1,-,-,-,0,-,-,-,0,-,-,
Puerto Rico,-,0,-,-,-,0,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,2,3,1,-,0,-,-,-,0,-,-,
Total,2,57,321,328,-,2,1,1,-,6,1,1,
