Reporting Area, Malaria: Current week, Malaria: Previous 52 weeks Max , Malaria: Cum YTD 2022 , Malaria: Cum YTD 2021 , Measles §: Imported: Current week, Measles §: Imported: Previous 52 weeks Max , Measles §: Imported: Cum YTD 2022 , Measles §: Imported: Cum YTD 2021 , Measles §: Indigenous: Current week, Measles §: Indigenous: Previous 52 weeks Max , Measles §: Indigenous: Cum YTD 2022 , Measles §: Indigenous: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,6,59,684,808,-,4,5,1,-,14,1,1,
New England,1,5,40,37,-,0,-,1,-,0,-,1,
Connecticut,-,0,-,2,-,0,-,1,-,0,-,1,
Maine,-,1,1,1,-,0,-,-,-,0,-,-,
Massachusetts,1,5,35,27,-,0,-,-,-,0,-,-,
New Hampshire,-,1,1,1,-,0,-,-,-,0,-,-,
Rhode Island,-,2,3,3,-,0,-,-,-,0,-,-,
Vermont,-,0,-,3,-,0,-,-,-,0,-,-,
Middle Atlantic,1,20,163,200,-,0,-,-,-,1,-,-,
New Jersey,-,5,17,42,-,0,-,-,-,1,-,-,
New York (excluding New York City),1,3,22,31,-,0,-,-,-,0,-,-,
New York City,-,13,97,91,-,0,-,-,-,0,-,-,
Pennsylvania,-,4,27,36,-,0,-,-,-,0,-,-,
East North Central,-,7,70,78,-,1,1,-,-,13,-,-,
Illinois,-,4,15,23,-,0,-,-,-,0,-,-,
Indiana,-,2,4,8,-,0,-,-,-,0,-,-,
Michigan,-,2,10,2,-,0,-,-,-,0,-,-,
Ohio,-,7,41,42,-,1,1,-,-,0,-,-,
Wisconsin,-,1,-,3,-,1,-,-,-,13,-,-,
West North Central,-,7,37,92,-,1,2,-,-,0,-,-,
Iowa,-,1,5,15,-,0,-,-,-,0,-,-,
Kansas,-,3,9,2,-,0,-,-,-,0,-,-,
Minnesota,-,4,-,48,-,1,2,-,-,0,-,-,
Missouri,-,2,12,6,-,0,-,-,-,0,-,-,
Nebraska,-,2,2,4,-,0,-,-,-,0,-,-,
North Dakota,-,2,8,11,-,0,-,-,-,0,-,-,
South Dakota,-,1,1,6,-,0,-,-,-,0,-,-,
South Atlantic,3,17,171,221,-,3,2,-,-,5,1,-,
Delaware,-,1,1,5,-,0,-,-,-,0,-,-,
District of Columbia,-,2,4,3,-,0,-,-,-,0,-,-,
Florida,-,4,30,26,-,0,-,-,-,0,-,-,
Georgia,-,4,19,30,-,0,-,-,-,0,-,-,
Maryland,2,12,49,109,-,0,-,-,-,0,-,-,
North Carolina,-,4,14,17,-,0,-,-,-,0,-,-,
South Carolina,-,0,-,-,-,0,-,-,-,1,1,-,
Virginia,1,8,52,31,-,3,2,-,-,5,-,-,
West Virginia,-,1,2,-,-,0,-,-,-,0,-,-,
East South Central,-,4,19,21,-,0,-,-,-,0,-,-,
Alabama,-,2,5,6,-,0,-,-,-,0,-,-,
Kentucky,-,2,7,5,-,0,-,-,-,0,-,-,
Mississippi,-,0,-,1,-,0,-,-,-,0,-,-,
Tennessee,-,2,7,9,-,0,-,-,-,0,-,-,
West South Central,1,16,66,59,-,0,-,-,-,0,-,-,
Arkansas,-,1,-,1,-,0,-,-,-,0,-,-,
Louisiana,-,1,3,1,-,0,-,-,-,0,-,-,
Oklahoma,-,1,-,1,-,0,-,-,-,0,-,-,
Texas,1,16,63,56,-,0,-,-,-,0,-,-,
Mountain,-,4,45,40,-,1,-,-,-,0,-,-,
Arizona,-,3,18,15,-,0,-,-,-,0,-,-,
Colorado,-,2,17,13,-,0,-,-,-,0,-,-,
Idaho,-,1,3,2,-,0,-,-,-,0,-,-,
Montana,-,1,1,2,-,0,-,-,-,0,-,-,
Nevada,-,1,2,1,-,0,-,-,-,0,-,-,
New Mexico,-,1,1,1,-,1,-,-,-,0,-,-,
Utah,-,1,2,6,-,0,-,-,-,0,-,-,
Wyoming,-,1,1,-,-,0,-,-,-,0,-,-,
Pacific,-,7,73,60,-,0,-,-,-,0,-,-,
Alaska,-,1,3,1,-,0,-,-,-,0,-,-,
California,-,5,37,46,-,0,-,-,-,0,-,-,
Hawaii,-,1,1,-,-,0,-,-,-,0,-,-,
Oregon,-,3,11,7,-,0,-,-,-,0,-,-,
Washington,-,2,21,6,-,0,-,-,-,0,-,-,
U.S. Territories,-,0,-,1,-,0,-,-,-,0,-,-,
American Samoa,-,0,-,-,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,-,0,-,-,
Puerto Rico,-,0,-,-,-,0,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,2,6,2,-,0,-,-,-,0,-,-,
Total,6,59,690,811,-,4,5,1,-,14,1,1,
