Reporting Area, Malaria: Current week, Malaria: Previous 52 weeks Max , Malaria: Cum YTD 2022 , Malaria: Cum YTD 2021 , Measles §: Imported: Current week, Measles §: Imported: Previous 52 weeks Max , Measles §: Imported: Cum YTD 2022 , Measles §: Imported: Cum YTD 2021 , Measles §: Indigenous: Current week, Measles §: Indigenous: Previous 52 weeks Max , Measles §: Indigenous: Cum YTD 2022 , Measles §: Indigenous: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,16,62,1,389,1,425,-,3,15,19,-,24,75,30,
New England,1,7,85,85,-,0,-,1,-,0,-,1,
Connecticut,-,0,-,7,-,0,-,1,-,0,-,1,
Maine,-,1,4,3,-,0,-,-,-,0,-,-,
Massachusetts,1,7,67,63,-,0,-,-,-,0,-,-,
New Hampshire,-,1,4,3,-,0,-,-,-,0,-,-,
Rhode Island,-,2,7,6,-,0,-,-,-,0,-,-,
Vermont,-,1,3,3,-,0,-,-,-,0,-,-,
Middle Atlantic,3,22,348,391,-,0,-,-,-,0,-,1,
New Jersey,-,4,41,71,-,0,-,-,-,0,-,1,
New York (excluding New York City),1,5,48,40,-,0,-,-,-,0,-,-,
New York City,2,13,217,207,-,0,-,-,-,0,-,-,
Pennsylvania,-,3,42,73,-,0,-,-,-,0,-,-,
East North Central,-,11,153,149,-,1,4,6,-,24,53,17,
Illinois,-,4,45,41,-,0,-,-,-,0,-,-,
Indiana,-,3,18,15,-,0,-,-,-,0,-,-,
Michigan,-,2,17,11,-,0,-,-,-,1,1,1,
Ohio,-,7,73,66,-,1,4,-,-,24,52,-,
Wisconsin,-,0,-,16,-,0,-,6,-,0,-,16,
West North Central,-,4,61,123,-,3,9,-,-,3,13,-,
Iowa,-,1,7,17,-,0,-,-,-,0,-,-,
Kansas,-,3,11,2,-,0,-,-,-,0,-,-,
Minnesota,-,1,5,63,-,3,9,-,-,3,13,-,
Missouri,-,2,19,13,-,0,-,-,-,0,-,-,
Nebraska,-,2,8,7,-,0,-,-,-,0,-,-,
North Dakota,-,2,9,13,-,0,-,-,-,0,-,-,
South Dakota,-,1,2,8,-,0,-,-,-,0,-,-,
South Atlantic,7,21,386,379,-,1,2,11,-,1,1,11,
Delaware,-,3,7,7,-,0,-,-,-,0,-,-,
District of Columbia,-,1,4,12,-,0,-,-,-,0,-,-,
Florida,-,4,57,38,-,0,-,-,-,0,-,-,
Georgia,-,6,58,40,-,0,-,-,-,0,-,-,
Maryland,6,13,134,182,-,0,-,-,-,0,-,-,
North Carolina,-,4,36,30,-,0,-,-,-,0,-,-,
South Carolina,-,0,-,-,-,0,-,-,-,1,1,1,
Virginia,1,8,87,70,-,1,2,11,-,0,-,10,
West Virginia,-,1,3,-,-,0,-,-,-,0,-,-,
East South Central,-,4,28,27,-,0,-,-,-,0,-,-,
Alabama,-,2,7,8,-,0,-,-,-,0,-,-,
Kentucky,-,2,9,5,-,0,-,-,-,0,-,-,
Mississippi,-,1,1,1,-,0,-,-,-,0,-,-,
Tennessee,-,2,11,13,-,0,-,-,-,0,-,-,
West South Central,4,18,137,106,-,0,-,-,-,0,-,-,
Arkansas,-,1,2,2,-,0,-,-,-,0,-,-,
Louisiana,-,1,5,6,-,0,-,-,-,0,-,-,
Oklahoma,-,2,-,5,-,0,-,-,-,0,-,-,
Texas,4,16,130,93,-,0,-,-,-,0,-,-,
Mountain,-,5,73,60,-,0,-,1,-,3,7,-,
Arizona,-,3,25,26,-,0,-,-,-,3,5,-,
Colorado,-,2,20,17,-,0,-,-,-,0,-,-,
Idaho,-,1,4,3,-,0,-,-,-,0,-,-,
Montana,-,1,2,2,-,0,-,-,-,0,-,-,
Nevada,-,2,13,4,-,0,-,-,-,1,2,-,
New Mexico,-,2,3,1,-,0,-,1,-,0,-,-,
Utah,-,1,5,7,-,0,-,-,-,0,-,-,
Wyoming,-,1,1,-,-,0,-,-,-,0,-,-,
Pacific,1,11,118,105,-,0,-,-,-,1,1,-,
Alaska,-,1,3,1,-,0,-,-,-,0,-,-,
California,-,4,66,76,-,0,-,-,-,0,-,-,
Hawaii,-,1,1,1,-,0,-,-,-,1,1,-,
Oregon,1,3,14,10,-,0,-,-,-,0,-,-,
Washington,-,5,34,17,-,0,-,-,-,0,-,-,
U.S. Territories,-,0,-,1,-,0,-,-,-,0,-,-,
American Samoa,-,0,-,-,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,-,0,-,-,
Puerto Rico,-,0,-,-,-,0,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,2,9,4,-,0,-,-,-,0,-,-,
Total,16,62,1,398,1,430,-,3,15,19,-,24,75,30,
