Reporting Area, Malaria: Current week, Malaria: Previous 52 weeks Max , Malaria: Cum YTD 2022 , Malaria: Cum YTD 2021 , Measles §: Imported: Current week, Measles §: Imported: Previous 52 weeks Max , Measles §: Imported: Cum YTD 2022 , Measles §: Imported: Cum YTD 2021 , Measles §: Indigenous: Current week, Measles §: Indigenous: Previous 52 weeks Max , Measles §: Indigenous: Cum YTD 2022 , Measles §: Indigenous: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,17,52,822,969,-,4,5,5,2,14,7,2,
New England,1,5,49,49,-,0,-,1,-,0,-,1,
Connecticut,-,0,-,2,-,0,-,1,-,0,-,1,
Maine,-,1,1,1,-,0,-,-,-,0,-,-,
Massachusetts,-,4,39,38,-,0,-,-,-,0,-,-,
New Hampshire,-,1,4,1,-,0,-,-,-,0,-,-,
Rhode Island,-,2,4,4,-,0,-,-,-,0,-,-,
Vermont,1,0,1,3,-,0,-,-,-,0,-,-,
Middle Atlantic,-,20,189,255,-,0,-,-,-,1,-,-,
New Jersey,-,5,24,52,-,0,-,-,-,1,-,-,
New York (excluding New York City),-,4,26,32,-,0,-,-,-,0,-,-,
New York City,-,13,110,119,-,0,-,-,-,0,-,-,
Pennsylvania,-,4,29,52,-,0,-,-,-,0,-,-,
East North Central,-,7,83,92,-,1,1,1,-,13,-,1,
Illinois,-,3,16,28,-,0,-,-,-,0,-,-,
Indiana,-,2,9,9,-,0,-,-,-,0,-,-,
Michigan,-,2,12,2,-,0,-,-,-,0,-,-,
Ohio,-,7,46,49,-,1,1,-,-,0,-,-,
Wisconsin,-,1,-,4,-,0,-,1,-,13,-,1,
West North Central,1,7,43,103,-,1,2,-,-,0,-,-,
Iowa,-,1,6,15,-,0,-,-,-,0,-,-,
Kansas,-,3,9,2,-,0,-,-,-,0,-,-,
Minnesota,-,4,-,53,-,1,2,-,-,0,-,-,
Missouri,1,2,16,9,-,0,-,-,-,0,-,-,
Nebraska,-,1,3,5,-,0,-,-,-,0,-,-,
North Dakota,-,2,8,12,-,0,-,-,-,0,-,-,
South Dakota,-,1,1,7,-,0,-,-,-,0,-,-,
South Atlantic,11,16,220,262,-,3,2,3,-,5,1,-,
Delaware,-,1,2,5,-,0,-,-,-,0,-,-,
District of Columbia,-,2,4,6,-,0,-,-,-,0,-,-,
Florida,3,4,38,28,-,0,-,-,-,0,-,-,
Georgia,-,5,30,31,-,0,-,-,-,0,-,-,
Maryland,8,12,67,127,-,0,-,-,-,0,-,-,
North Carolina,-,4,18,21,-,0,-,-,-,0,-,-,
South Carolina,-,0,-,-,-,0,-,-,-,1,1,-,
Virginia,-,8,59,44,-,3,2,3,-,5,-,-,
West Virginia,-,1,2,-,-,0,-,-,-,0,-,-,
East South Central,1,4,22,25,-,0,-,-,-,0,-,-,
Alabama,-,2,6,8,-,0,-,-,-,0,-,-,
Kentucky,1,2,9,5,-,0,-,-,-,0,-,-,
Mississippi,-,0,-,1,-,0,-,-,-,0,-,-,
Tennessee,-,2,7,11,-,0,-,-,-,0,-,-,
West South Central,3,16,82,71,-,0,-,-,-,0,-,-,
Arkansas,1,1,2,1,-,0,-,-,-,0,-,-,
Louisiana,-,1,3,2,-,0,-,-,-,0,-,-,
Oklahoma,-,1,-,1,-,0,-,-,-,0,-,-,
Texas,2,16,77,67,-,0,-,-,-,0,-,-,
Mountain,-,4,51,44,-,1,-,-,2,3,5,-,
Arizona,-,3,19,18,-,0,-,-,2,3,5,-,
Colorado,-,2,17,13,-,0,-,-,-,0,-,-,
Idaho,-,1,4,2,-,0,-,-,-,0,-,-,
Montana,-,1,1,2,-,0,-,-,-,0,-,-,
Nevada,-,1,2,1,-,0,-,-,-,0,-,-,
New Mexico,-,1,2,1,-,1,-,-,-,0,-,-,
Utah,-,1,5,7,-,0,-,-,-,0,-,-,
Wyoming,-,1,1,-,-,0,-,-,-,0,-,-,
Pacific,-,8,83,68,-,0,-,-,-,1,1,-,
Alaska,-,1,3,1,-,0,-,-,-,0,-,-,
California,-,5,44,53,-,0,-,-,-,0,-,-,
Hawaii,-,1,1,-,-,0,-,-,-,1,1,-,
Oregon,-,3,11,8,-,0,-,-,-,0,-,-,
Washington,-,2,24,6,-,0,-,-,-,0,-,-,
U.S. Territories,-,0,-,1,-,0,-,-,-,0,-,-,
American Samoa,-,0,-,-,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,-,0,-,-,
Puerto Rico,-,0,-,-,-,0,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,2,6,2,-,0,-,-,-,0,-,-,
Total,17,52,828,972,-,4,5,5,2,14,7,2,
