Reporting Area, Malaria: Current week, Malaria: Previous 52 weeks Max , Malaria: Cum YTD 2022 , Malaria: Cum YTD 2021 , Measles §: Imported: Current week, Measles §: Imported: Previous 52 weeks Max , Measles §: Imported: Cum YTD 2022 , Measles §: Imported: Cum YTD 2021 , Measles §: Indigenous: Current week, Measles §: Indigenous: Previous 52 weeks Max , Measles §: Indigenous: Cum YTD 2022 , Measles §: Indigenous: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,3,59,439,518,-,4,5,1,-,6,2,1,
New England,1,5,32,29,-,0,-,1,-,0,-,1,
Connecticut,-,0,-,2,-,0,-,1,-,0,-,1,
Maine,-,1,1,1,-,0,-,-,-,0,-,-,
Massachusetts,1,5,27,21,-,0,-,-,-,0,-,-,
New Hampshire,-,1,1,1,-,0,-,-,-,0,-,-,
Rhode Island,-,2,3,2,-,0,-,-,-,0,-,-,
Vermont,-,1,-,2,-,0,-,-,-,0,-,-,
Middle Atlantic,1,20,92,118,-,0,-,-,-,1,1,-,
New Jersey,-,5,9,22,-,0,-,-,-,1,-,-,
New York (excluding New York City),-,3,16,23,-,0,-,-,-,0,-,-,
New York City,1,13,45,51,-,0,-,-,-,0,-,-,
Pennsylvania,-,6,22,22,-,0,-,-,-,1,1,-,
East North Central,-,7,45,52,-,1,1,-,-,1,-,-,
Illinois,-,4,12,14,-,0,-,-,-,0,-,-,
Indiana,-,2,3,6,-,0,-,-,-,0,-,-,
Michigan,-,2,7,1,-,0,-,-,-,0,-,-,
Ohio,-,5,23,29,-,1,1,-,-,0,-,-,
Wisconsin,-,1,-,2,-,1,-,-,-,1,-,-,
West North Central,-,7,24,65,-,1,2,-,-,0,-,-,
Iowa,-,2,3,12,-,0,-,-,-,0,-,-,
Kansas,-,3,7,2,-,0,-,-,-,0,-,-,
Minnesota,-,5,-,33,-,1,2,-,-,0,-,-,
Missouri,-,2,8,1,-,0,-,-,-,0,-,-,
Nebraska,-,2,2,1,-,0,-,-,-,0,-,-,
North Dakota,-,2,4,10,-,0,-,-,-,0,-,-,
South Dakota,-,1,-,6,-,0,-,-,-,0,-,-,
South Atlantic,1,17,108,133,-,3,2,-,-,5,1,-,
Delaware,-,1,1,4,-,0,-,-,-,0,-,-,
District of Columbia,-,2,3,1,-,0,-,-,-,0,-,-,
Florida,-,4,22,14,-,0,-,-,-,0,-,-,
Georgia,-,3,2,17,-,0,-,-,-,0,-,-,
Maryland,-,12,26,66,-,0,-,-,-,0,-,-,
North Carolina,-,4,9,9,-,0,-,-,-,0,-,-,
South Carolina,-,0,-,-,-,0,-,-,-,1,1,-,
Virginia,1,8,43,22,-,3,2,-,-,5,-,-,
West Virginia,-,1,2,-,-,0,-,-,-,0,-,-,
East South Central,-,4,11,14,-,0,-,-,-,0,-,-,
Alabama,-,2,5,3,-,0,-,-,-,0,-,-,
Kentucky,-,2,4,5,-,0,-,-,-,0,-,-,
Mississippi,-,1,-,-,-,0,-,-,-,0,-,-,
Tennessee,-,2,2,6,-,0,-,-,-,0,-,-,
West South Central,-,16,43,37,-,0,-,-,-,0,-,-,
Arkansas,-,1,-,-,-,0,-,-,-,0,-,-,
Louisiana,-,1,2,1,-,0,-,-,-,0,-,-,
Oklahoma,-,1,-,1,-,0,-,-,-,0,-,-,
Texas,-,16,41,35,-,0,-,-,-,0,-,-,
Mountain,-,4,34,30,-,1,-,-,-,0,-,-,
Arizona,-,3,13,11,-,0,-,-,-,0,-,-,
Colorado,-,2,14,10,-,0,-,-,-,0,-,-,
Idaho,-,1,2,2,-,0,-,-,-,0,-,-,
Montana,-,1,-,2,-,0,-,-,-,0,-,-,
Nevada,-,1,2,-,-,0,-,-,-,0,-,-,
New Mexico,-,1,1,1,-,1,-,-,-,0,-,-,
Utah,-,1,2,4,-,0,-,-,-,0,-,-,
Wyoming,-,0,-,-,-,0,-,-,-,0,-,-,
Pacific,-,7,50,40,-,0,-,-,-,0,-,-,
Alaska,-,1,2,1,-,0,-,-,-,0,-,-,
California,-,5,29,32,-,0,-,-,-,0,-,-,
Hawaii,-,1,-,-,-,0,-,-,-,0,-,-,
Oregon,-,3,7,3,-,0,-,-,-,0,-,-,
Washington,-,2,12,4,-,0,-,-,-,0,-,-,
U.S. Territories,-,0,-,1,-,0,-,-,-,0,-,-,
American Samoa,-,0,-,-,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,-,0,-,-,
Puerto Rico,-,0,-,-,-,0,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,2,4,1,-,0,-,-,-,0,-,-,
Total,3,59,443,520,-,4,5,1,-,6,2,1,
