Reporting Area, Syphilis: Congenital §: Current week, Syphilis: Congenital §: Previous 52 weeks Max , Syphilis: Congenital §: Cum YTD 2022 , Syphilis: Congenital §: Cum YTD 2021 , Syphilis: Primary and secondary: Current week, Syphilis: Primary and secondary: Previous 52 weeks Max , Syphilis: Primary and secondary: Cum YTD 2022 , Syphilis: Primary and secondary: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,-,71,1,678,2,028,110,1,141,33,422,40,555,
New England,-,2,13,8,-,65,737,1,009,
Connecticut,-,0,-,2,-,7,-,222,
Maine,-,0,-,-,-,5,47,51,
Massachusetts,-,1,7,4,-,27,571,541,
New Hampshire,-,2,3,-,-,4,54,61,
Rhode Island,-,1,3,1,-,41,63,126,
Vermont,-,0,-,1,-,1,2,8,
Middle Atlantic,-,7,72,72,27,133,3,543,4,451,
New Jersey,-,4,35,29,-,27,4,723,
New York (excluding New York City),-,3,21,32,22,39,981,971,
New York City,-,0,-,-,4,61,1,634,1,770,
Pennsylvania,-,3,16,11,1,38,924,987,
East North Central,-,9,104,129,3,135,3,416,4,305,
Illinois,-,4,-,36,-,32,570,1,215,
Indiana,-,3,22,16,-,29,446,519,
Michigan,-,3,25,32,-,28,665,766,
Ohio,-,6,41,38,-,59,1,346,1,353,
Wisconsin,-,3,16,7,3,19,389,452,
West North Central,-,5,60,94,7,86,2,198,2,406,
Iowa,-,1,3,8,2,11,222,235,
Kansas,-,1,8,7,3,13,196,245,
Minnesota,-,2,12,13,2,20,515,422,
Missouri,-,4,17,52,-,35,775,1,034,
Nebraska,-,0,-,-,-,9,117,137,
North Dakota,-,0,-,2,-,6,50,35,
South Dakota,-,3,20,12,-,17,323,298,
South Atlantic,-,19,288,289,9,239,7,127,8,597,
Delaware,-,1,2,1,-,8,145,80,
District of Columbia,-,1,4,-,-,13,180,181,
Florida,-,12,175,123,6,118,3,288,3,444,
Georgia,-,6,34,67,1,43,1,014,1,533,
Maryland,-,0,-,23,-,2,-,625,
North Carolina,-,4,43,31,1,58,1,641,1,360,
South Carolina,-,2,4,14,-,23,238,662,
Virginia,-,3,17,17,-,32,566,559,
West Virginia,-,2,9,13,1,5,55,153,
East South Central,-,6,79,131,3,95,2,320,2,304,
Alabama,-,3,21,33,-,38,789,550,
Kentucky,-,3,14,20,3,18,335,400,
Mississippi,-,3,14,48,-,25,530,623,
Tennessee,-,4,30,30,-,31,666,731,
West South Central,-,29,437,632,-,146,4,105,4,852,
Arkansas,-,4,41,37,-,32,745,739,
Louisiana,-,6,45,82,-,29,574,758,
Oklahoma,-,5,66,65,-,13,24,363,
Texas,-,23,285,448,-,100,2,762,2,992,
Mountain,-,10,172,236,7,112,2,799,3,576,
Arizona,-,7,83,135,-,48,933,1,560,
Colorado,-,2,18,19,-,30,648,566,
Idaho,-,0,-,5,-,8,84,59,
Montana,-,2,6,5,7,14,230,69,
Nevada,-,4,42,35,-,21,345,616,
New Mexico,-,3,17,36,-,20,427,536,
Utah,-,3,6,1,-,9,122,158,
Wyoming,-,0,-,-,-,2,10,12,
Pacific,-,22,453,437,54,261,7,177,9,055,
Alaska,-,1,3,3,-,8,4,154,
California,-,19,400,363,19,196,5,632,6,844,
Hawaii,-,2,-,12,-,7,-,202,
Oregon,-,2,28,17,18,33,866,708,
Washington,-,4,22,42,17,42,675,1,147,
U.S. Territories,-,2,1,7,-,12,98,246,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,1,-,1,-,0,-,-,
Puerto Rico,-,2,1,6,-,12,98,246,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,1,-,3,
Total,-,71,1,679,2,035,110,1,148,33,520,40,804,
