Reporting Area, Syphilis: Congenital §: Current week, Syphilis: Congenital §: Previous 52 weeks Max , Syphilis: Congenital §: Cum YTD 2022 , Syphilis: Congenital §: Cum YTD 2021 , Syphilis: Primary and secondary: Current week, Syphilis: Primary and secondary: Previous 52 weeks Max , Syphilis: Primary and secondary: Cum YTD 2022 , Syphilis: Primary and secondary: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,-,45,-,38,68,1,003,68,819,
New England,-,2,-,-,-,28,-,20,
Connecticut,-,1,-,-,-,1,-,-,
Maine,-,0,-,-,-,4,-,2,
Massachusetts,-,1,-,-,-,24,-,16,
New Hampshire,-,0,-,-,-,4,-,2,
Rhode Island,-,1,-,-,-,10,-,-,
Vermont,-,1,-,-,-,4,-,-,
Middle Atlantic,-,4,-,1,16,143,16,82,
New Jersey,-,3,-,1,-,27,-,17,
New York (excluding New York City),-,3,-,-,8,54,8,3,
New York City,-,0,-,-,2,57,2,40,
Pennsylvania,-,1,-,-,6,38,6,22,
East North Central,-,6,-,3,1,124,1,108,
Illinois,-,2,-,1,-,48,-,36,
Indiana,-,0,-,-,-,23,-,9,
Michigan,-,3,-,1,-,28,-,15,
Ohio,-,3,-,-,-,44,-,28,
Wisconsin,-,1,-,1,1,19,1,20,
West North Central,-,5,-,3,2,66,2,47,
Iowa,-,2,-,-,-,13,-,5,
Kansas,-,1,-,1,1,4,1,4,
Minnesota,-,2,-,-,-,20,-,13,
Missouri,-,3,-,-,-,33,-,14,
Nebraska,-,0,-,-,1,8,1,7,
North Dakota,-,1,-,1,-,4,-,1,
South Dakota,-,2,-,1,-,10,-,3,
South Atlantic,-,11,-,4,8,236,8,162,
Delaware,-,1,-,-,-,6,-,2,
District of Columbia,-,0,-,-,-,10,-,7,
Florida,-,8,-,3,3,106,3,42,
Georgia,-,2,-,1,1,60,1,39,
Maryland,-,2,-,-,-,27,-,19,
North Carolina,-,3,-,-,-,45,-,28,
South Carolina,-,1,-,-,-,19,-,10,
Virginia,-,2,-,-,4,30,4,12,
West Virginia,-,1,-,-,-,10,-,3,
East South Central,-,5,-,3,3,77,3,44,
Alabama,-,3,-,1,3,26,3,9,
Kentucky,-,1,-,-,-,20,-,1,
Mississippi,-,3,-,1,-,21,-,18,
Tennessee,-,3,-,1,-,31,-,16,
West South Central,-,16,-,9,1,126,1,112,
Arkansas,-,3,-,1,1,29,1,15,
Louisiana,-,1,-,-,-,30,-,14,
Oklahoma,-,6,-,1,-,10,-,10,
Texas,-,14,-,7,-,86,-,73,
Mountain,-,9,-,8,4,117,4,75,
Arizona,-,7,-,4,-,48,-,32,
Colorado,-,2,-,-,4,40,4,18,
Idaho,-,1,-,-,-,7,-,-,
Montana,-,2,-,-,-,11,-,-,
Nevada,-,3,-,3,-,26,-,13,
New Mexico,-,2,-,1,-,26,-,11,
Utah,-,1,-,-,-,6,-,1,
Wyoming,-,0,-,-,-,2,-,-,
Pacific,-,16,-,7,33,249,33,169,
Alaska,-,1,-,-,-,9,-,2,
California,-,14,-,6,3,205,3,148,
Hawaii,-,0,-,-,-,0,-,-,
Oregon,-,3,-,-,24,31,24,12,
Washington,-,3,-,1,6,21,6,7,
U.S. Territories,-,1,-,-,-,9,-,1,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,1,-,-,-,0,-,-,
Puerto Rico,-,1,-,-,-,9,-,1,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,-,45,-,38,68,1,008,68,820,
