Reporting Area, Syphilis: Congenital §: Current week, Syphilis: Congenital §: Previous 52 weeks Max , Syphilis: Congenital §: Cum YTD 2022 , Syphilis: Congenital §: Cum YTD 2021 , Syphilis: Primary and secondary: Current week, Syphilis: Primary and secondary: Previous 52 weeks Max , Syphilis: Primary and secondary: Cum YTD 2022 , Syphilis: Primary and secondary: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,-,72,1,968,2,458,148,1,199,39,484,47,993,
New England,-,2,14,13,4,67,890,1,207,
Connecticut,-,0,-,6,-,9,-,299,
Maine,-,0,-,-,-,6,57,56,
Massachusetts,-,1,7,5,4,26,693,633,
New Hampshire,-,2,3,-,-,4,60,65,
Rhode Island,-,1,4,1,-,41,78,146,
Vermont,-,0,-,1,-,1,2,8,
Middle Atlantic,-,6,93,84,46,123,4,112,5,125,
New Jersey,-,3,37,36,1,23,5,817,
New York (excluding New York City),-,2,25,36,37,37,1,112,1,141,
New York City,-,0,-,-,5,65,1,901,2,019,
Pennsylvania,-,3,31,12,3,37,1,094,1,148,
East North Central,-,8,135,159,-,142,4,149,5,089,
Illinois,-,1,9,47,-,31,706,1,359,
Indiana,-,3,29,18,-,29,484,625,
Michigan,-,3,30,37,-,28,769,882,
Ohio,-,6,48,46,-,65,1,745,1,575,
Wisconsin,-,3,19,11,-,20,445,648,
West North Central,-,5,74,106,6,86,2,755,2,820,
Iowa,-,1,6,10,-,12,276,296,
Kansas,-,1,9,7,-,13,271,277,
Minnesota,-,2,16,14,-,20,584,499,
Missouri,-,4,17,60,4,37,996,1,173,
Nebraska,-,0,-,-,2,9,184,164,
North Dakota,-,0,-,2,-,6,52,43,
South Dakota,-,3,26,13,-,20,392,368,
South Atlantic,-,18,336,360,10,245,8,200,10,002,
Delaware,-,1,2,1,1,11,191,112,
District of Columbia,-,1,7,6,-,14,205,230,
Florida,-,12,202,156,7,118,3,799,3,992,
Georgia,-,6,43,76,1,43,1,029,1,712,
Maryland,-,3,-,30,-,1,-,727,
North Carolina,-,3,49,40,1,60,1,891,1,634,
South Carolina,-,2,4,18,-,19,327,758,
Virginia,-,3,20,18,-,32,676,651,
West Virginia,-,2,9,15,-,6,82,186,
East South Central,-,6,90,148,15,97,2,884,2,719,
Alabama,-,3,21,36,7,38,1,008,667,
Kentucky,-,3,17,25,1,19,391,470,
Mississippi,-,3,17,54,-,23,636,738,
Tennessee,-,4,35,33,7,39,849,844,
West South Central,-,29,486,786,-,167,4,526,6,324,
Arkansas,-,4,52,41,-,32,858,887,
Louisiana,-,4,60,98,-,26,684,899,
Oklahoma,-,5,69,73,-,24,44,1,106,
Texas,-,23,305,574,-,102,2,940,3,432,
Mountain,-,10,209,272,9,120,3,722,4,282,
Arizona,-,6,100,159,2,48,1,420,1,776,
Colorado,-,2,22,21,-,30,731,661,
Idaho,-,0,-,5,-,8,96,75,
Montana,-,2,11,6,7,15,272,77,
Nevada,-,5,46,39,-,24,519,860,
New Mexico,-,2,24,41,-,20,505,641,
Utah,-,3,6,1,-,10,166,179,
Wyoming,-,0,-,-,-,2,13,13,
Pacific,-,21,531,530,58,263,8,246,10,425,
Alaska,-,1,3,5,-,5,7,180,
California,-,18,471,437,19,193,6,492,7,852,
Hawaii,-,1,-,15,-,9,-,225,
Oregon,-,2,32,24,19,33,996,828,
Washington,-,3,25,49,20,39,751,1,340,
U.S. Territories,-,2,2,8,-,13,117,303,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,
Puerto Rico,-,2,2,7,-,13,117,303,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,1,-,5,
Total,-,72,1,970,2,466,148,1,207,39,601,48,301,
