Reporting Area, Syphilis: Congenital §: Current week, Syphilis: Congenital §: Previous 52 weeks Max , Syphilis: Congenital §: Cum YTD 2022 , Syphilis: Congenital §: Cum YTD 2021 , Syphilis: Primary and secondary: Current week, Syphilis: Primary and secondary: Previous 52 weeks Max , Syphilis: Primary and secondary: Cum YTD 2022 , Syphilis: Primary and secondary: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,-,72,2,215,2,656,104,1,115,42,227,51,023,
New England,-,2,15,16,2,67,960,1,293,
Connecticut,-,0,-,6,-,5,-,314,
Maine,-,0,-,-,-,6,70,56,
Massachusetts,-,1,8,7,2,26,744,682,
New Hampshire,-,2,3,-,-,4,61,71,
Rhode Island,-,1,4,2,-,41,83,162,
Vermont,-,0,-,1,-,1,2,8,
Middle Atlantic,-,6,93,92,31,123,4,370,5,431,
New Jersey,-,3,37,42,-,15,5,868,
New York (excluding New York City),-,2,25,38,26,38,1,169,1,206,
New York City,-,0,-,-,2,66,2,040,2,117,
Pennsylvania,-,3,31,12,3,37,1,156,1,240,
East North Central,-,8,162,169,3,136,4,296,5,420,
Illinois,-,4,26,49,1,31,744,1,422,
Indiana,-,3,30,19,-,24,484,685,
Michigan,-,3,31,41,-,28,827,929,
Ohio,-,6,54,47,-,65,1,777,1,686,
Wisconsin,-,3,21,13,2,19,464,698,
West North Central,-,6,83,114,8,87,2,940,3,019,
Iowa,-,1,6,11,1,12,288,319,
Kansas,-,1,9,7,1,13,272,289,
Minnesota,-,2,17,14,-,20,616,538,
Missouri,-,4,17,66,6,38,1,103,1,246,
Nebraska,-,2,8,-,-,9,198,175,
North Dakota,-,0,-,2,-,6,55,46,
South Dakota,-,3,26,14,-,17,408,406,
South Atlantic,-,18,362,380,7,249,8,711,10,580,
Delaware,-,1,2,1,-,11,209,121,
District of Columbia,-,1,7,6,-,14,225,245,
Florida,-,12,218,166,7,118,4,040,4,221,
Georgia,-,6,46,79,-,43,1,029,1,802,
Maryland,-,1,-,35,-,0,-,727,
North Carolina,-,3,52,41,-,62,1,989,1,773,
South Carolina,-,2,5,19,-,24,383,799,
Virginia,-,3,21,18,-,32,744,692,
West Virginia,-,2,11,15,-,6,92,200,
East South Central,-,6,108,159,6,98,3,047,2,899,
Alabama,-,3,30,37,6,38,1,054,713,
Kentucky,-,3,20,25,-,19,414,492,
Mississippi,-,3,19,58,-,23,669,795,
Tennessee,-,4,39,39,-,39,910,899,
West South Central,-,27,590,850,1,167,5,265,6,731,
Arkansas,-,4,55,44,1,32,898,943,
Louisiana,-,4,63,103,-,27,736,955,
Oklahoma,-,5,73,80,-,24,67,1,167,
Texas,-,21,399,623,-,114,3,564,3,666,
Mountain,-,10,229,292,2,122,3,908,4,570,
Arizona,-,6,116,173,-,49,1,516,1,887,
Colorado,-,2,22,25,-,30,761,717,
Idaho,-,0,-,5,1,8,103,77,
Montana,-,2,12,7,1,17,290,84,
Nevada,-,5,49,40,-,24,519,905,
New Mexico,-,3,24,41,-,20,534,695,
Utah,-,3,6,1,-,10,171,191,
Wyoming,-,0,-,-,-,2,14,14,
Pacific,-,21,573,584,44,244,8,730,11,080,
Alaska,-,1,3,5,-,5,9,184,
California,-,19,512,486,17,192,6,885,8,320,
Hawaii,-,1,-,18,-,7,-,243,
Oregon,-,2,33,24,12,33,1,053,890,
Washington,-,3,25,51,15,39,783,1,443,
U.S. Territories,-,2,3,8,-,13,163,322,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,
Puerto Rico,-,2,3,7,-,13,163,322,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,1,-,5,
Total,-,72,2,218,2,664,104,1,116,42,390,51,350,
