Reporting Area, Syphilis: Congenital §: Current week, Syphilis: Congenital §: Previous 52 weeks Max , Syphilis: Congenital §: Cum YTD 2022 , Syphilis: Congenital §: Cum YTD 2021 , Syphilis: Primary and secondary: Current week, Syphilis: Primary and secondary: Previous 52 weeks Max , Syphilis: Primary and secondary: Cum YTD 2022 , Syphilis: Primary and secondary: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,-,61,365,698,126,1,071,8,836,14,169,
New England,-,1,2,5,-,59,64,370,
Connecticut,-,0,-,2,-,11,-,82,
Maine,-,0,-,-,-,4,8,21,
Massachusetts,-,1,-,2,-,25,-,211,
New Hampshire,-,1,1,-,-,4,18,22,
Rhode Island,-,1,1,-,-,40,36,27,
Vermont,-,0,-,1,-,1,2,7,
Middle Atlantic,-,8,16,28,35,225,1,148,1,556,
New Jersey,-,5,8,11,-,27,1,245,
New York (excluding New York City),-,3,7,12,33,162,340,254,
New York City,-,0,-,-,-,53,482,696,
Pennsylvania,-,2,1,5,2,37,325,361,
East North Central,-,7,27,45,5,121,535,1,611,
Illinois,-,3,-,13,-,38,39,480,
Indiana,-,3,8,4,-,23,-,168,
Michigan,-,3,10,13,1,28,229,286,
Ohio,-,3,6,12,-,44,153,496,
Wisconsin,-,3,3,3,4,20,114,181,
West North Central,-,5,6,37,3,76,616,844,
Iowa,-,2,-,2,1,12,69,103,
Kansas,-,1,3,1,-,10,2,101,
Minnesota,-,2,2,5,-,19,178,157,
Missouri,-,3,1,23,2,33,213,346,
Nebraska,-,0,-,-,-,9,50,44,
North Dakota,-,1,-,1,-,3,15,13,
South Dakota,-,2,-,5,-,16,89,80,
South Atlantic,-,14,64,97,26,244,1,849,3,240,
Delaware,-,1,-,-,1,7,46,26,
District of Columbia,-,0,-,-,-,10,54,75,
Florida,-,8,44,42,10,118,1,073,1,269,
Georgia,-,5,1,23,2,60,20,610,
Maryland,-,2,-,13,-,26,-,274,
North Carolina,-,4,10,5,-,56,418,471,
South Carolina,-,1,-,5,-,23,-,244,
Virginia,-,2,5,5,13,31,236,220,
West Virginia,-,2,4,4,-,11,2,51,
East South Central,-,6,15,41,5,78,642,790,
Alabama,-,3,8,9,5,28,234,172,
Kentucky,-,2,1,8,-,16,80,161,
Mississippi,-,3,4,11,-,25,145,222,
Tennessee,-,5,2,13,-,31,183,235,
West South Central,-,18,76,215,-,131,1,092,1,577,
Arkansas,-,3,4,10,-,32,297,241,
Louisiana,-,6,2,34,-,31,114,296,
Oklahoma,-,4,16,21,-,2,6,71,
Texas,-,14,54,150,-,91,675,969,
Mountain,-,9,35,76,7,122,565,1,196,
Arizona,-,7,13,43,1,52,163,510,
Colorado,-,2,6,5,2,40,169,188,
Idaho,-,1,-,2,-,7,24,28,
Montana,-,2,1,2,4,6,29,1,
Nevada,-,3,11,13,-,26,44,250,
New Mexico,-,2,2,11,-,26,86,166,
Utah,-,1,2,-,-,9,48,52,
Wyoming,-,0,-,-,-,2,2,1,
Pacific,-,20,124,154,45,248,2,325,2,985,
Alaska,-,1,3,1,-,7,2,61,
California,-,17,109,132,22,203,1,755,2,473,
Hawaii,-,2,-,1,-,9,-,56,
Oregon,-,3,11,6,7,31,338,237,
Washington,-,3,1,14,16,33,230,158,
U.S. Territories,-,1,-,1,-,9,2,92,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,1,-,-,-,0,-,-,
Puerto Rico,-,1,-,1,-,9,2,92,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,1,-,-,
Total,-,61,365,699,126,1,076,8,838,14,261,
