Reporting Area, Syphilis: Congenital §: Current week, Syphilis: Congenital §: Previous 52 weeks Max , Syphilis: Congenital §: Cum YTD 2022 , Syphilis: Congenital §: Cum YTD 2021 , Syphilis: Primary and secondary: Current week, Syphilis: Primary and secondary: Previous 52 weeks Max , Syphilis: Primary and secondary: Cum YTD 2022 , Syphilis: Primary and secondary: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,-,72,2,076,2,585,106,1,198,41,406,49,948,
New England,-,2,15,15,-,67,900,1,267,
Connecticut,-,0,-,6,-,5,-,309,
Maine,-,0,-,-,-,6,64,56,
Massachusetts,-,1,8,6,-,26,693,667,
New Hampshire,-,2,3,-,-,4,61,69,
Rhode Island,-,1,4,2,-,41,80,158,
Vermont,-,0,-,1,-,1,2,8,
Middle Atlantic,-,6,93,89,25,123,4,227,5,320,
New Jersey,-,3,37,39,-,23,5,853,
New York (excluding New York City),-,2,25,38,21,37,1,144,1,181,
New York City,-,0,-,-,-,66,1,952,2,079,
Pennsylvania,-,3,31,12,4,37,1,126,1,207,
East North Central,-,8,154,166,1,142,4,225,5,319,
Illinois,-,4,26,48,-,31,732,1,403,
Indiana,-,3,30,19,-,29,484,668,
Michigan,-,3,30,39,1,28,806,910,
Ohio,-,6,48,47,-,65,1,745,1,656,
Wisconsin,-,3,20,13,-,20,458,682,
West North Central,-,5,75,110,7,86,2,871,2,955,
Iowa,-,1,6,11,-,12,284,310,
Kansas,-,1,9,7,-,13,271,287,
Minnesota,-,2,17,14,-,20,591,520,
Missouri,-,4,17,62,5,38,1,073,1,224,
Nebraska,-,0,-,-,2,9,189,173,
North Dakota,-,0,-,2,-,6,55,45,
South Dakota,-,3,26,14,-,20,408,396,
South Atlantic,-,18,350,371,10,248,8,533,10,360,
Delaware,-,1,2,1,-,11,201,118,
District of Columbia,-,1,7,6,1,14,217,239,
Florida,-,12,210,160,4,118,3,938,4,138,
Georgia,-,6,46,77,-,43,1,029,1,770,
Maryland,-,1,-,34,-,0,-,727,
North Carolina,-,3,50,41,4,62,1,976,1,725,
South Carolina,-,2,4,19,1,24,375,787,
Virginia,-,3,20,18,-,32,708,662,
West Virginia,-,2,11,15,-,6,89,194,
East South Central,-,6,99,154,7,98,3,020,2,836,
Alabama,-,3,26,36,7,38,1,043,699,
Kentucky,-,3,19,25,-,19,403,484,
Mississippi,-,3,19,58,-,23,664,775,
Tennessee,-,4,35,35,-,39,910,878,
West South Central,-,29,513,828,4,167,5,220,6,564,
Arkansas,-,4,53,43,-,32,886,921,
Louisiana,-,4,61,101,-,27,714,934,
Oklahoma,-,5,70,78,-,24,56,1,143,
Texas,-,23,329,606,4,114,3,564,3,566,
Mountain,-,10,219,286,4,121,3,864,4,479,
Arizona,-,6,107,169,-,49,1,492,1,846,
Colorado,-,2,22,24,-,30,761,705,
Idaho,-,0,-,5,2,8,101,77,
Montana,-,2,12,7,2,17,287,80,
Nevada,-,5,47,39,-,24,519,892,
New Mexico,-,3,25,41,-,20,519,675,
Utah,-,3,6,1,-,10,171,190,
Wyoming,-,0,-,-,-,2,14,14,
Pacific,-,21,558,566,48,263,8,546,10,848,
Alaska,-,1,3,5,-,5,7,183,
California,-,19,497,470,21,192,6,730,8,154,
Hawaii,-,1,-,17,-,9,-,238,
Oregon,-,2,33,24,15,33,1,041,869,
Washington,-,3,25,50,12,39,768,1,404,
U.S. Territories,-,2,3,8,-,13,163,315,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,
Puerto Rico,-,2,3,7,-,13,163,315,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,1,-,5,
Total,-,72,2,079,2,593,106,1,206,41,569,50,268,
