Reporting Area, Syphilis: Congenital §: Current week, Syphilis: Congenital §: Previous 52 weeks Max , Syphilis: Congenital §: Cum YTD 2022 , Syphilis: Congenital §: Cum YTD 2021 , Syphilis: Primary and secondary: Current week, Syphilis: Primary and secondary: Previous 52 weeks Max , Syphilis: Primary and secondary: Cum YTD 2022 , Syphilis: Primary and secondary: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,-,72,2,342,2,789,74,1,099,43,740,52,904,
New England,-,2,18,17,-,67,980,1,349,
Connecticut,-,0,-,6,-,3,-,320,
Maine,-,0,-,-,-,7,76,57,
Massachusetts,-,1,11,8,-,26,755,722,
New Hampshire,-,2,3,-,-,4,64,73,
Rhode Island,-,1,4,2,-,41,83,168,
Vermont,-,0,-,1,-,1,2,9,
Middle Atlantic,-,5,93,102,41,126,4,592,5,636,
New Jersey,-,3,37,48,-,15,5,896,
New York (excluding New York City),-,2,25,40,36,38,1,233,1,256,
New York City,-,0,-,-,1,68,2,140,2,195,
Pennsylvania,-,3,31,14,4,37,1,214,1,289,
East North Central,-,8,172,175,-,129,4,251,5,608,
Illinois,-,4,26,50,-,31,781,1,470,
Indiana,-,3,33,20,-,23,197,712,
Michigan,-,3,32,42,-,28,855,962,
Ohio,-,6,58,49,-,66,1,933,1,746,
Wisconsin,-,3,23,14,-,19,485,718,
West North Central,-,6,87,116,3,87,3,074,3,138,
Iowa,-,1,6,11,-,14,304,332,
Kansas,-,1,9,7,-,13,274,299,
Minnesota,-,2,17,14,-,20,633,557,
Missouri,-,3,21,66,2,39,1,167,1,292,
Nebraska,-,2,8,-,1,9,206,182,
North Dakota,-,0,-,2,-,6,57,48,
South Dakota,-,3,26,16,-,17,433,428,
South Atlantic,-,18,385,400,5,249,9,055,10,971,
Delaware,-,1,2,1,2,12,218,128,
District of Columbia,-,1,7,6,-,14,229,253,
Florida,-,12,238,176,3,118,4,200,4,393,
Georgia,-,6,47,88,-,43,1,031,1,850,
Maryland,-,0,-,35,-,0,-,727,
North Carolina,-,3,54,42,-,63,2,066,1,856,
South Carolina,-,2,5,19,-,24,409,830,
Virginia,-,3,21,18,-,32,810,725,
West Virginia,-,2,11,15,-,5,92,209,
East South Central,-,6,118,162,1,98,3,194,3,007,
Alabama,-,3,33,37,1,38,1,097,752,
Kentucky,-,3,22,25,-,20,426,503,
Mississippi,-,3,20,61,-,23,690,817,
Tennessee,-,3,43,39,-,39,981,935,
West South Central,-,27,619,901,-,146,5,490,6,973,
Arkansas,-,4,63,49,-,32,913,975,
Louisiana,-,4,63,106,-,27,799,980,
Oklahoma,-,5,80,83,-,20,75,1,205,
Texas,-,19,413,663,-,114,3,703,3,813,
Mountain,-,10,243,306,2,123,4,106,4,737,
Arizona,-,6,127,177,-,50,1,637,1,956,
Colorado,-,2,23,28,-,30,780,752,
Idaho,-,0,-,5,1,8,108,83,
Montana,-,2,12,9,1,17,309,92,
Nevada,-,5,49,42,-,24,531,925,
New Mexico,-,3,26,43,-,19,553,714,
Utah,-,3,6,2,-,10,171,200,
Wyoming,-,0,-,-,-,3,17,15,
Pacific,-,21,607,610,22,244,8,998,11,485,
Alaska,-,1,3,5,-,5,4,189,
California,-,18,544,507,8,192,7,100,8,615,
Hawaii,-,1,-,19,-,5,-,255,
Oregon,-,2,35,26,7,33,1,088,938,
Washington,-,3,25,53,7,33,806,1,488,
U.S. Territories,-,2,3,8,-,13,163,332,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,0,-,-,-,0,-,-,
Guam,-,0,-,1,-,0,-,-,
Puerto Rico,-,2,3,7,-,13,163,332,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,1,-,6,
Total,-,72,2,345,2,797,74,1,100,43,903,53,242,
