Reporting Area, Tuberculosis: Current week, Tuberculosis: Previous 52 weeks Max , Tuberculosis: Cum YTD 2022 , Tuberculosis: Cum YTD 2021 , Tularemia: Current week, Tularemia: Previous 52 weeks Max , Tularemia: Cum YTD 2022 , Tularemia: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,51,332,4,068,6,197,1,13,117,143,
New England,2,11,189,200,-,1,2,5,
Connecticut,-,5,52,50,-,0,-,-,
Maine,-,2,9,12,-,1,1,-,
Massachusetts,2,8,109,112,-,1,1,5,
New Hampshire,-,2,4,8,-,0,-,-,
Rhode Island,-,2,14,15,-,0,-,-,
Vermont,-,1,1,3,-,0,-,-,
Middle Atlantic,23,82,790,864,-,1,1,6,
New Jersey,12,65,194,179,-,1,1,4,
New York (excluding New York City),-,9,4,116,-,1,-,-,
New York City,6,19,451,436,-,0,-,2,
Pennsylvania,5,10,141,133,-,0,-,-,
East North Central,-,65,474,568,-,4,11,15,
Illinois,-,42,197,193,-,2,7,4,
Indiana,-,15,67,107,-,2,1,5,
Michigan,-,8,76,112,-,1,3,1,
Ohio,-,17,89,98,-,1,-,1,
Wisconsin,-,4,45,58,-,1,-,4,
West North Central,1,25,240,269,-,7,57,58,
Iowa,-,4,30,40,-,2,5,2,
Kansas,-,9,35,30,-,4,18,22,
Minnesota,1,14,84,104,-,1,1,1,
Missouri,-,4,61,59,-,3,20,9,
Nebraska,-,3,18,17,-,2,10,8,
North Dakota,-,2,4,8,-,1,2,2,
South Dakota,-,2,8,11,-,1,1,14,
South Atlantic,13,67,998,1,105,-,1,4,6,
Delaware,-,2,8,37,-,0,-,-,
District of Columbia,-,2,9,14,-,0,-,-,
Florida,4,18,420,420,-,0,-,1,
Georgia,-,11,184,175,-,0,-,-,
Maryland,-,21,51,150,-,1,1,1,
North Carolina,-,22,95,123,-,1,2,2,
South Carolina,4,8,71,57,-,0,-,-,
Virginia,4,8,151,123,-,1,1,-,
West Virginia,1,2,9,6,-,0,-,2,
East South Central,4,11,227,224,1,1,5,14,
Alabama,2,5,56,75,1,0,1,-,
Kentucky,-,4,59,45,-,1,4,10,
Mississippi,-,4,28,33,-,0,-,-,
Tennessee,2,7,84,71,-,0,-,4,
West South Central,-,35,453,1,005,-,3,21,23,
Arkansas,-,4,53,60,-,2,17,21,
Louisiana,-,10,59,66,-,0,-,-,
Oklahoma,-,4,45,54,-,2,4,1,
Texas,-,25,296,825,-,0,-,1,
Mountain,1,14,265,235,-,1,8,12,
Arizona,-,8,107,108,-,1,1,-,
Colorado,-,6,45,39,-,1,3,3,
Idaho,1,2,8,3,-,1,1,2,
Montana,-,1,5,3,-,0,-,2,
Nevada,-,5,47,49,-,0,-,-,
New Mexico,-,4,27,20,-,0,-,-,
Utah,-,3,26,11,-,1,3,3,
Wyoming,-,1,-,2,-,0,-,2,
Pacific,7,80,432,1,727,-,2,8,4,
Alaska,3,7,80,51,-,0,-,-,
California,-,69,2,1,368,-,1,3,2,
Hawaii,4,8,78,84,-,0,-,-,
Oregon,-,8,56,60,-,1,2,2,
Washington,-,14,216,164,-,1,3,-,
U.S. Territories,-,6,72,94,-,0,-,-,
American Samoa,-,1,-,3,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,2,11,31,-,0,-,-,
Guam,-,4,44,48,-,0,-,-,
Puerto Rico,-,3,17,11,-,0,-,-,
U.S. Virgin Islands,-,1,-,1,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,51,334,4,140,6,291,1,13,117,143,
