Reporting Area, Tuberculosis: Current week, Tuberculosis: Previous 52 weeks Max , Tuberculosis: Cum YTD 2022 , Tuberculosis: Cum YTD 2021 , Tularemia: Current week, Tularemia: Previous 52 weeks Max , Tularemia: Cum YTD 2022 , Tularemia: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,53,333,4,413,6,684,1,13,130,152,
New England,5,12,217,218,-,1,2,5,
Connecticut,2,5,58,52,-,0,-,-,
Maine,-,2,15,12,-,1,1,-,
Massachusetts,2,8,122,125,-,1,1,5,
New Hampshire,-,1,4,10,-,0,-,-,
Rhode Island,1,2,15,16,-,0,-,-,
Vermont,-,1,3,3,-,0,-,-,
Middle Atlantic,36,82,845,929,-,1,2,7,
New Jersey,13,65,216,187,-,1,1,4,
New York (excluding New York City),-,9,4,127,-,1,1,1,
New York City,7,18,474,473,-,0,-,2,
Pennsylvania,16,10,151,142,-,0,-,-,
East North Central,2,65,535,608,-,2,11,17,
Illinois,-,42,219,207,-,2,7,4,
Indiana,2,15,74,107,-,1,1,5,
Michigan,-,8,88,121,-,1,3,1,
Ohio,-,17,108,113,-,0,-,2,
Wisconsin,-,4,46,60,-,0,-,5,
West North Central,-,25,264,287,-,7,67,60,
Iowa,-,7,41,41,-,2,5,2,
Kansas,-,9,35,35,-,5,26,22,
Minnesota,-,14,96,107,-,1,1,1,
Missouri,-,4,60,65,-,3,20,10,
Nebraska,-,3,19,20,-,2,12,9,
North Dakota,-,2,5,8,-,1,2,2,
South Dakota,-,2,8,11,-,1,1,14,
South Atlantic,4,68,1,087,1,183,-,1,5,7,
Delaware,-,1,10,37,-,0,-,-,
District of Columbia,-,2,11,16,-,0,-,-,
Florida,4,17,457,445,-,0,-,1,
Georgia,-,11,191,185,-,0,-,1,
Maryland,-,22,59,161,-,1,1,1,
North Carolina,-,22,106,132,-,1,3,2,
South Carolina,-,8,82,67,-,0,-,-,
Virginia,-,8,162,134,-,1,1,-,
West Virginia,-,2,9,6,-,0,-,2,
East South Central,4,11,248,242,-,1,5,15,
Alabama,-,5,57,81,-,1,1,-,
Kentucky,1,4,63,49,-,1,4,11,
Mississippi,-,4,36,36,-,0,-,-,
Tennessee,3,7,92,76,-,0,-,4,
West South Central,-,35,490,1,074,1,8,23,23,
Arkansas,-,4,60,62,-,2,17,21,
Louisiana,-,10,59,69,-,0,-,-,
Oklahoma,-,4,45,60,1,8,6,1,
Texas,-,25,326,883,-,0,-,1,
Mountain,-,14,274,262,-,1,8,12,
Arizona,-,8,107,119,-,1,1,-,
Colorado,-,6,50,46,-,1,3,3,
Idaho,-,2,8,3,-,1,1,2,
Montana,-,1,5,3,-,0,-,2,
Nevada,-,5,47,55,-,0,-,-,
New Mexico,-,4,28,22,-,0,-,-,
Utah,-,3,29,12,-,1,3,3,
Wyoming,-,1,-,2,-,0,-,2,
Pacific,2,80,453,1,881,-,1,7,6,
Alaska,-,7,87,54,-,0,-,-,
California,-,69,1,1,498,-,1,2,2,
Hawaii,2,5,82,91,-,0,-,-,
Oregon,-,8,64,63,-,1,2,2,
Washington,-,13,219,175,-,1,3,2,
U.S. Territories,-,6,73,101,-,0,-,-,
American Samoa,-,0,-,4,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,2,11,32,-,0,-,-,
Guam,-,4,45,51,-,0,-,-,
Puerto Rico,-,3,17,13,-,0,-,-,
U.S. Virgin Islands,-,1,-,1,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,53,335,4,486,6,785,1,13,130,152,
