Reporting Area, Tuberculosis: Current week, Tuberculosis: Previous 52 weeks Max , Tuberculosis: Cum YTD 2022 , Tuberculosis: Cum YTD 2021 , Tularemia: Current week, Tularemia: Previous 52 weeks Max , Tularemia: Cum YTD 2022 , Tularemia: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,28,287,127,330,-,11,-,-,
New England,-,10,11,14,-,1,-,-,
Connecticut,-,4,4,5,-,0,-,-,
Maine,-,1,1,1,-,0,-,-,
Massachusetts,-,8,6,8,-,1,-,-,
New Hampshire,-,2,-,-,-,0,-,-,
Rhode Island,-,2,-,-,-,0,-,-,
Vermont,-,2,-,-,-,0,-,-,
Middle Atlantic,14,70,44,53,-,2,-,-,
New Jersey,4,53,5,-,-,2,-,-,
New York (excluding New York City),2,9,7,7,-,1,-,-,
New York City,8,19,32,40,-,1,-,-,
Pennsylvania,-,8,-,6,-,0,-,-,
East North Central,4,64,7,16,-,2,-,-,
Illinois,-,39,-,-,-,1,-,-,
Indiana,3,21,3,4,-,2,-,-,
Michigan,-,11,-,7,-,1,-,-,
Ohio,1,20,3,-,-,1,-,-,
Wisconsin,-,4,1,5,-,1,-,-,
West North Central,2,24,3,17,-,6,-,-,
Iowa,-,4,-,7,-,1,-,-,
Kansas,-,7,-,-,-,3,-,-,
Minnesota,2,17,2,-,-,0,-,-,
Missouri,-,5,1,7,-,1,-,-,
Nebraska,-,2,-,-,-,1,-,-,
North Dakota,-,2,-,1,-,1,-,-,
South Dakota,-,2,-,2,-,4,-,-,
South Atlantic,1,50,3,20,-,1,-,-,
Delaware,-,18,-,-,-,0,-,-,
District of Columbia,-,2,-,-,-,0,-,-,
Florida,-,0,-,-,-,1,-,-,
Georgia,-,11,-,14,-,0,-,-,
Maryland,-,19,-,2,-,1,-,-,
North Carolina,-,22,-,-,-,1,-,-,
South Carolina,-,8,-,-,-,0,-,-,
Virginia,1,11,3,4,-,0,-,-,
West Virginia,-,2,-,-,-,1,-,-,
East South Central,3,15,14,12,-,2,-,-,
Alabama,1,8,5,2,-,0,-,-,
Kentucky,-,5,4,2,-,2,-,-,
Mississippi,-,4,-,-,-,0,-,-,
Tennessee,2,7,5,8,-,1,-,-,
West South Central,1,35,12,55,-,1,-,-,
Arkansas,-,6,2,2,-,1,-,-,
Louisiana,-,10,6,2,-,0,-,-,
Oklahoma,1,4,2,1,-,1,-,-,
Texas,-,31,2,50,-,1,-,-,
Mountain,-,14,4,19,-,2,-,-,
Arizona,-,6,-,9,-,0,-,-,
Colorado,-,5,-,4,-,1,-,-,
Idaho,-,1,1,-,-,1,-,-,
Montana,-,1,-,-,-,1,-,-,
Nevada,-,5,2,3,-,0,-,-,
New Mexico,-,2,-,2,-,0,-,-,
Utah,-,3,1,1,-,1,-,-,
Wyoming,-,1,-,-,-,1,-,-,
Pacific,3,78,29,124,-,2,-,-,
Alaska,-,4,1,11,-,0,-,-,
California,2,68,9,84,-,2,-,-,
Hawaii,1,8,8,5,-,0,-,-,
Oregon,-,7,3,4,-,1,-,-,
Washington,-,9,8,20,-,0,-,-,
U.S. Territories,-,7,4,3,-,0,-,-,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,5,2,-,-,0,-,-,
Guam,-,3,2,3,-,0,-,-,
Puerto Rico,-,2,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,28,289,131,333,-,11,-,-,
