Reporting Area, Tuberculosis: Current week, Tuberculosis: Previous 52 weeks Max , Tuberculosis: Cum YTD 2022 , Tuberculosis: Cum YTD 2021 , Tularemia: Current week, Tularemia: Previous 52 weeks Max , Tularemia: Cum YTD 2022 , Tularemia: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,36,243,53,172,-,11,-,-,
New England,4,10,6,8,-,1,-,-,
Connecticut,-,4,-,4,-,0,-,-,
Maine,-,1,1,-,-,0,-,-,
Massachusetts,4,7,5,4,-,1,-,-,
New Hampshire,-,2,-,-,-,0,-,-,
Rhode Island,-,2,-,-,-,0,-,-,
Vermont,-,2,-,-,-,0,-,-,
Middle Atlantic,16,56,18,29,-,2,-,-,
New Jersey,-,44,-,-,-,2,-,-,
New York (excluding New York City),3,9,3,3,-,1,-,-,
New York City,13,19,15,23,-,1,-,-,
Pennsylvania,-,8,-,3,-,0,-,-,
East North Central,-,63,1,9,-,2,-,-,
Illinois,-,39,-,-,-,1,-,-,
Indiana,-,21,-,3,-,2,-,-,
Michigan,-,11,-,3,-,1,-,-,
Ohio,-,20,-,-,-,1,-,-,
Wisconsin,-,4,1,3,-,1,-,-,
West North Central,-,24,1,12,-,6,-,-,
Iowa,-,4,-,3,-,1,-,-,
Kansas,-,7,-,-,-,3,-,-,
Minnesota,-,17,-,-,-,0,-,-,
Missouri,-,5,1,7,-,1,-,-,
Nebraska,-,2,-,-,-,1,-,-,
North Dakota,-,2,-,1,-,1,-,-,
South Dakota,-,2,-,1,-,4,-,-,
South Atlantic,1,36,1,5,-,1,-,-,
Delaware,-,18,-,-,-,0,-,-,
District of Columbia,-,2,-,-,-,0,-,-,
Florida,-,0,-,-,-,1,-,-,
Georgia,-,11,-,4,-,0,-,-,
Maryland,-,10,-,-,-,1,-,-,
North Carolina,-,18,-,-,-,1,-,-,
South Carolina,-,8,-,-,-,0,-,-,
Virginia,1,11,1,1,-,0,-,-,
West Virginia,-,2,-,-,-,1,-,-,
East South Central,2,15,4,4,-,2,-,-,
Alabama,-,8,1,1,-,0,-,-,
Kentucky,1,5,1,1,-,2,-,-,
Mississippi,-,4,-,-,-,0,-,-,
Tennessee,1,7,2,2,-,1,-,-,
West South Central,2,36,3,27,-,1,-,-,
Arkansas,-,6,-,-,-,1,-,-,
Louisiana,2,10,2,-,-,0,-,-,
Oklahoma,-,3,-,-,-,1,-,-,
Texas,-,31,1,27,-,1,-,-,
Mountain,2,14,4,12,-,2,-,-,
Arizona,-,6,-,7,-,0,-,-,
Colorado,-,5,-,1,-,1,-,-,
Idaho,1,1,1,-,-,1,-,-,
Montana,-,1,-,-,-,1,-,-,
Nevada,-,5,2,3,-,0,-,-,
New Mexico,-,2,-,1,-,0,-,-,
Utah,1,3,1,-,-,1,-,-,
Wyoming,-,1,-,-,-,1,-,-,
Pacific,9,77,15,66,-,2,-,-,
Alaska,-,4,-,5,-,0,-,-,
California,1,67,3,41,-,2,-,-,
Hawaii,3,8,4,6,-,0,-,-,
Oregon,-,7,1,3,-,1,-,-,
Washington,5,9,7,11,-,0,-,-,
U.S. Territories,1,7,3,1,-,0,-,-,
American Samoa,-,0,-,-,-,0,-,-,
Commonwealth of Northern Mariana Islands,1,5,2,-,-,0,-,-,
Guam,-,3,1,1,-,0,-,-,
Puerto Rico,-,2,-,-,-,0,-,-,
U.S. Virgin Islands,-,0,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,37,245,56,173,-,11,-,-,
