Reporting Area, Tuberculosis: Current week, Tuberculosis: Previous 52 weeks Max , Tuberculosis: Cum YTD 2022 , Tuberculosis: Cum YTD 2021 , Tularemia: Current week, Tularemia: Previous 52 weeks Max , Tularemia: Cum YTD 2022 , Tularemia: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,37,335,3,926,6,024,-,13,114,137,
New England,1,11,186,196,-,1,2,5,
Connecticut,1,5,52,48,-,0,-,-,
Maine,-,2,9,12,-,1,1,-,
Massachusetts,-,8,106,110,-,1,1,5,
New Hampshire,-,2,4,8,-,0,-,-,
Rhode Island,-,2,14,15,-,0,-,-,
Vermont,-,1,1,3,-,0,-,-,
Middle Atlantic,6,85,763,833,-,1,1,6,
New Jersey,2,68,182,173,-,1,1,4,
New York (excluding New York City),-,9,4,114,-,1,-,-,
New York City,3,19,444,416,-,0,-,2,
Pennsylvania,1,10,133,130,-,0,-,-,
East North Central,3,65,453,555,-,4,11,11,
Illinois,-,42,181,193,-,2,7,3,
Indiana,2,15,67,101,-,2,1,3,
Michigan,-,8,73,110,-,1,3,1,
Ohio,-,17,89,96,-,1,-,1,
Wisconsin,1,4,43,55,-,1,-,3,
West North Central,3,25,232,257,-,7,56,57,
Iowa,-,4,24,37,-,2,4,2,
Kansas,-,9,35,29,-,4,18,21,
Minnesota,3,14,83,98,-,1,1,1,
Missouri,-,4,61,58,-,3,20,9,
Nebraska,-,3,18,16,-,2,10,8,
North Dakota,-,2,3,8,-,1,2,2,
South Dakota,-,2,8,11,-,1,1,14,
South Atlantic,18,67,972,1,068,-,1,4,6,
Delaware,1,2,8,35,-,0,-,-,
District of Columbia,-,2,9,12,-,0,-,-,
Florida,3,18,404,411,-,0,-,1,
Georgia,-,11,184,173,-,0,-,-,
Maryland,-,21,51,148,-,1,1,1,
North Carolina,6,22,95,113,-,1,2,2,
South Carolina,3,8,66,54,-,0,-,-,
Virginia,5,8,147,116,-,1,1,-,
West Virginia,-,2,8,6,-,0,-,2,
East South Central,2,11,222,218,-,1,4,14,
Alabama,-,5,53,74,-,0,-,-,
Kentucky,-,4,59,43,-,1,4,10,
Mississippi,-,4,28,31,-,0,-,-,
Tennessee,2,7,82,70,-,0,-,4,
West South Central,-,35,430,981,-,3,21,22,
Arkansas,-,4,47,60,-,2,17,20,
Louisiana,-,10,59,65,-,0,-,-,
Oklahoma,-,4,45,50,-,2,4,1,
Texas,-,25,279,806,-,0,-,1,
Mountain,-,14,256,233,-,1,8,12,
Arizona,-,8,100,108,-,1,1,-,
Colorado,-,6,45,38,-,1,3,3,
Idaho,-,2,7,3,-,1,1,2,
Montana,-,1,4,3,-,0,-,2,
Nevada,-,5,47,48,-,0,-,-,
New Mexico,-,4,27,20,-,0,-,-,
Utah,-,3,26,11,-,1,3,3,
Wyoming,-,1,-,2,-,0,-,2,
Pacific,4,80,412,1,683,-,1,7,4,
Alaska,1,7,76,49,-,0,-,-,
California,-,69,2,1,336,-,1,2,2,
Hawaii,3,8,73,76,-,0,-,-,
Oregon,-,8,56,59,-,1,2,2,
Washington,-,14,205,163,-,1,3,-,
U.S. Territories,-,6,72,91,-,0,-,-,
American Samoa,-,1,-,3,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,2,11,29,-,0,-,-,
Guam,-,4,44,48,-,0,-,-,
Puerto Rico,-,3,17,10,-,0,-,-,
U.S. Virgin Islands,-,1,-,1,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,37,337,3,998,6,115,-,13,114,137,
