Reporting Area, Tuberculosis: Current week, Tuberculosis: Previous 52 weeks Max , Tuberculosis: Cum YTD 2022 , Tuberculosis: Cum YTD 2021 , Tularemia: Current week, Tularemia: Previous 52 weeks Max , Tularemia: Cum YTD 2022 , Tularemia: Cum YTD 2021 , 
U.S. Residents: excluding U.S. Territories,61,335,1,751,3,060,-,14,16,43,
New England,1,11,92,109,-,1,1,-,
Connecticut,-,4,23,23,-,0,-,-,
Maine,-,1,3,7,-,0,-,-,
Massachusetts,1,8,60,64,-,1,1,-,
New Hampshire,-,2,3,4,-,0,-,-,
Rhode Island,-,2,3,8,-,0,-,-,
Vermont,-,0,-,3,-,0,-,-,
Middle Atlantic,24,85,413,420,-,2,-,-,
New Jersey,5,68,89,67,-,2,-,-,
New York (excluding New York City),-,9,17,66,-,1,-,-,
New York City,14,19,243,216,-,1,-,-,
Pennsylvania,5,8,64,71,-,0,-,-,
East North Central,17,65,199,238,-,3,6,4,
Illinois,-,40,69,91,-,1,4,-,
Indiana,14,21,39,39,-,2,1,2,
Michigan,2,11,31,57,-,1,1,-,
Ohio,1,20,37,23,-,1,-,-,
Wisconsin,-,4,23,28,-,1,-,2,
West North Central,-,25,82,121,-,8,7,22,
Iowa,-,4,1,20,-,1,-,1,
Kansas,-,5,-,20,-,3,3,10,
Minnesota,-,17,35,32,-,0,-,-,
Missouri,-,5,34,31,-,2,2,3,
Nebraska,-,2,7,6,-,1,1,-,
North Dakota,-,2,2,5,-,1,1,1,
South Dakota,-,2,3,7,-,4,-,7,
South Atlantic,6,66,429,551,-,1,1,1,
Delaware,1,2,6,28,-,0,-,-,
District of Columbia,-,2,5,5,-,0,-,-,
Florida,1,16,193,233,-,1,-,-,
Georgia,-,11,82,97,-,0,-,-,
Maryland,-,20,-,66,-,1,-,-,
North Carolina,-,22,37,40,-,1,1,1,
South Carolina,-,8,28,29,-,0,-,-,
Virginia,3,10,73,50,-,1,-,-,
West Virginia,1,2,5,3,-,1,-,-,
East South Central,7,13,135,110,-,1,-,6,
Alabama,2,8,36,33,-,0,-,-,
Kentucky,2,5,27,23,-,1,-,5,
Mississippi,-,4,23,17,-,0,-,-,
Tennessee,3,7,49,37,-,1,-,1,
West South Central,3,36,82,504,-,2,-,7,
Arkansas,-,6,14,33,-,2,-,6,
Louisiana,2,10,38,34,-,0,-,-,
Oklahoma,1,4,27,24,-,0,-,1,
Texas,-,30,3,413,-,1,-,-,
Mountain,1,14,113,121,-,2,1,3,
Arizona,-,6,37,54,-,0,-,-,
Colorado,-,5,22,24,-,1,1,1,
Idaho,-,2,5,-,-,0,-,2,
Montana,-,1,1,-,-,1,-,-,
Nevada,1,5,28,29,-,0,-,-,
New Mexico,-,2,9,12,-,0,-,-,
Utah,-,3,11,2,-,1,-,-,
Wyoming,-,1,-,-,-,1,-,-,
Pacific,2,81,206,886,-,2,-,-,
Alaska,1,7,44,24,-,0,-,-,
California,-,70,5,692,-,1,-,-,
Hawaii,-,8,34,46,-,0,-,-,
Oregon,1,8,30,35,-,1,-,-,
Washington,-,10,93,89,-,1,-,-,
U.S. Territories,4,8,38,41,-,0,-,-,
American Samoa,-,1,-,3,-,0,-,-,
Commonwealth of Northern Mariana Islands,-,6,6,9,-,0,-,-,
Guam,2,3,23,25,-,0,-,-,
Puerto Rico,2,3,9,4,-,0,-,-,
U.S. Virgin Islands,-,1,-,-,-,0,-,-,
Non-U.S. Residents,-,0,-,-,-,0,-,-,
Total,65,337,1,789,3,101,-,14,16,43,
